"UF","Município","Zonas","Locais","Seções","Eleitorado","EleitoradoFeminino","EleitoradoMasculino","PorcentagemF","PorcentagemM"
"MG","Candeias",1,22,46,1209,643,566,53.18,46.82
"RO","Candeias Do Jamari",1,12,74,2251,1164,1087,51.71,48.29
"RS","Candelária",1,49,88,1433,770,663,53.73,46.27
"BA","Candiba",1,5,36,1182,626,556,52.96,47.04
"RS","Candiota",1,9,26,1267,689,578,54.38,45.62
"PR","Candói",1,14,43,1235,647,588,52.39,47.61
"RS","Canela",1,29,106,2037,1081,956,53.07,46.93
"SC","Canelinha",1,9,31,1470,778,692,52.93,47.07
"RN","Canguaretama",1,15,80,1616,856,760,52.97,47.03
"RS","Canguçu",1,76,150,2264,1218,1046,53.8,46.2
"SE","Canhoba",1,7,17,853,443,410,51.93,48.07
"PE","Canhotinho",1,11,63,1345,716,629,53.23,46.77
"CE","Canindé",1,76,234,2201,1169,1032,53.11,46.89
"SE","Canindé De São Francisco",1,14,77,1760,900,860,51.14,48.86
"SP","Canitar",1,2,13,971,515,456,53.04,46.96
"RS","Canoas",2,62,512,6301,3320,2981,52.69,47.31
"SC","Canoinhas",1,36,141,1838,970,868,52.77,47.23
"BA","Cansanção",1,44,110,1581,812,769,51.36,48.64
"MG","Cantagalo",1,3,14,904,479,425,52.99,47.01
"PR","Cantagalo",1,12,35,1155,614,541,53.16,46.84
"RJ","Cantagalo",1,16,70,1423,763,660,53.62,46.38
"MA","Cantanhede",1,17,59,1335,697,638,52.21,47.79
"PI","Canto Do Buriti",1,16,72,1368,707,661,51.68,48.32
"RR","Cantá",1,25,74,2248,1161,1087,51.65,48.35
"BA","Canudos",1,15,53,1106,582,524,52.62,47.38
"RS","Canudos Do Vale",1,8,12,465,242,223,52.04,47.96
"AM","Canutama",1,11,38,1596,795,801,49.81,50.19
"BA","Canápolis",1,11,34,931,472,459,50.7,49.3
"MG","Canápolis",1,4,27,1195,627,567,52.47,47.45
"PA","Capanema",1,58,205,2289,1263,1026,55.18,44.82
"PR","Capanema",1,14,56,1394,739,655,53.01,46.99
"MG","Caparaó",1,8,24,922,490,430,53.15,46.64
"AL","Capela",1,7,44,1205,629,576,52.2,47.8
"SE","Capela",1,21,85,1806,954,852,52.82,47.18
"RS","Capela De Santana",1,6,25,1163,598,565,51.42,48.58
"SP","Capela Do Alto",1,6,39,1269,682,587,53.74,46.26
"BA","Capela Do Alto Alegre",1,13,36,1124,577,547,51.33,48.67
"MG","Capela Nova",1,7,19,814,424,389,52.09,47.79
"MG","Capelinha",1,23,102,2113,1136,954,53.76,45.15
"MG","Capetinga",1,3,18,833,428,396,51.38,47.54
"PB","Capim",1,3,22,1095,572,523,52.24,47.76
"MG","Capim Branco",1,10,26,1123,565,546,50.31,48.62
"BA","Capim Grosso",1,11,75,1873,979,893,52.27,47.68
"SC","Capinzal",1,14,54,1243,666,577,53.58,46.42
"MA","Capinzal Do Norte",1,10,35,1053,540,513,51.28,48.72
"MG","Capinópolis",1,9,56,1265,667,598,52.73,47.27
"CE","Capistrano",1,24,56,1135,602,533,53.04,46.96
"RS","Capitão",1,8,12,581,309,272,53.18,46.82
"MG","Capitão Andrade",1,5,15,845,443,399,52.43,47.22
"PI","Capitão De Campos",1,17,46,1105,581,524,52.58,47.42
"MG","Capitão Enéas",1,15,43,1206,604,592,50.08,49.09
"PI","Capitão Gervásio Oliveira",1,8,20,773,395,378,51.1,48.9
"PR","Capitão Leônidas Marques",1,3,34,1117,609,508,54.52,45.48
"PA","Capitão Poço",1,47,163,2011,1046,965,52.01,47.99
"MG","Capitólio",1,3,22,1188,618,569,52.02,47.9
"SP","Capivari",1,17,123,1748,943,803,53.95,45.94
"SC","Capivari De Baixo",1,10,57,1500,816,684,54.4,45.6
"RS","Capivari Do Sul",1,4,12,735,408,327,55.51,44.49
"AC","Capixaba",1,10,35,1237,656,581,53.03,46.97
"PE","Capoeiras",1,7,50,1347,721,621,53.53,46.1
"MG","Caputira",1,5,28,1110,584,526,52.61,47.39
"SC","Capão Alto",1,6,11,823,404,419,49.09,50.91
"SP","Capão Bonito",1,20,125,1682,880,801,52.32,47.62
"RS","Capão Bonito Do Sul",1,6,9,639,336,303,52.58,47.42
"RS","Capão Da Canoa",1,21,118,2439,1327,1112,54.41,45.59
"RS","Capão Do Cipó",1,10,13,769,385,384,50.07,49.93
"RS","Capão Do Leão",1,10,58,1522,805,717,52.89,47.11
"RR","Caracaraí",1,18,63,1598,786,812,49.19,50.81
"MS","Caracol",1,5,22,1239,649,590,52.38,47.62
"PI","Caracol",1,13,39,1038,546,492,52.6,47.4
"SP","Caraguatatuba",1,46,378,3264,1699,1562,52.05,47.86
"PR","Carambeí",1,7,50,1402,742,660,52.92,47.08
"MG","Caranaíba",1,5,13,699,361,338,51.65,48.35
"MG","Carandaí",1,19,68,1262,693,560,54.91,44.37
"MG","Carangola",1,17,77,1607,882,724,54.88,45.05
"RJ","Carapebus",1,7,42,1914,1008,900,52.66,47.02
"SP","Carapicuíba",2,50,536,6132,3260,2814,53.16,45.89
"MG","Caratinga",2,35,200,3958,2127,1829,53.74,46.21
"AM","Carauari",1,25,85,2275,1158,1117,50.9,49.1
"BA","Caravelas",1,14,51,1813,938,875,51.74,48.26
"RS","Carazinho",1,37,149,2022,1074,948,53.12,46.88
"RS","Caraá",1,14,23,973,520,453,53.44,46.56
"MG","Caraí",1,8,48,1140,591,535,51.84,46.93
"BA","Caraíbas",1,6,30,1062,544,518,51.22,48.78
"PB","Caraúbas",1,3,15,969,492,477,50.77,49.23
"RN","Caraúbas",1,13,62,1468,789,679,53.75,46.25
"PI","Caraúbas Do Piauí",1,11,25,706,369,337,52.27,47.73
"MG","Carbonita",1,13,32,1028,520,494,50.58,48.05
"BA","Cardeal Da Silva",1,5,31,1005,522,483,51.94,48.06
"SP","Cardoso",1,5,35,1213,633,580,52.18,47.82
"RJ","Cardoso Moreira",1,8,56,1660,866,794,52.17,47.83
"MG","Careaçu",1,4,16,1010,533,476,52.77,47.13
"AM","Careiro",1,31,102,2090,1068,1022,51.1,48.9
"AM","Careiro Da Várzea",1,23,66,1589,839,750,52.8,47.2
"ES","Cariacica",2,83,706,6187,3338,2762,53.95,44.64
"CE","Caridade",1,26,67,1424,753,671,52.88,47.12
"PI","Caridade Do Piauí",1,7,19,737,372,365,50.47,49.53
"BA","Carinhanha",1,26,78,1397,713,684,51.04,48.96
"SE","Carira",1,9,59,1309,712,597,54.39,45.61
"TO","Cariri Do Tocantins",1,2,12,1007,520,487,51.64,48.36
"CE","Caririaçu",1,48,113,1533,798,735,52.05,47.95
"CE","Cariré",1,30,60,1552,802,750,51.68,48.32
"CE","Cariús",1,29,65,1516,798,718,52.64,47.36
"MT","Carlinda",1,7,27,1580,830,749,52.53,47.41
"RS","Carlos Barbosa",1,31,78,1379,741,638,53.73,46.27
"MG","Carlos Chagas",1,10,54,1514,812,676,53.63,44.65
"RS","Carlos Gomes",1,2,5,376,204,172,54.26,45.74
"PR","Carlópolis",1,5,37,1247,656,591,52.61,47.39
"RJ","Carmo",1,17,58,1444,748,696,51.8,48.2
"MG","Carmo Da Cachoeira",1,6,32,1057,566,484,53.55,45.79
"MG","Carmo Da Mata",1,11,36,1059,559,499,52.79,47.12
"MG","Carmo De Minas",1,7,32,1058,578,477,54.63,45.09
"MG","Carmo Do Cajuru",1,12,57,1476,782,687,52.98,46.54
"MG","Carmo Do Paranaíba",1,10,84,1547,825,718,53.33,46.41
"MG","Carmo Do Rio Claro",1,12,57,1330,723,595,54.36,44.74
"GO","Carmo Do Rio Verde",1,5,27,1058,568,490,53.69,46.31
"TO","Carmolândia",1,1,8,702,350,352,49.86,50.14
"MG","Carmésia",1,4,10,757,390,367,51.52,48.48
"SE","Carmópolis",1,7,44,1246,657,589,52.73,47.27
"MG","Carmópolis De Minas",1,14,53,1183,628,555,53.09,46.91
"RN","Carnaubais",1,6,27,1055,577,478,54.69,45.31
"CE","Carnaubal",1,19,64,1333,711,622,53.34,46.66
"PE","Carnaubeira Da Penha",1,7,40,1921,1009,912,52.52,47.48
"PE","Carnaíba",1,11,59,1663,886,777,53.28,46.72
"RN","Carnaúba Dos Dantas",1,3,18,940,461,479,49.04,50.96
"MG","Carneirinho",1,5,26,1189,628,561,52.82,47.18
"AL","Carneiros",1,4,22,1084,591,493,54.52,45.48
"RR","Caroebe",1,7,31,1264,622,642,49.21,50.79
"MA","Carolina",1,30,89,1609,842,767,52.33,47.67
"PE","Carpina",1,26,181,2325,1266,1059,54.45,45.55
"MG","Carrancas",1,3,18,720,368,352,51.11,48.89
"PB","Carrapateira",1,3,9,545,284,261,52.11,47.89
"TO","Carrasco Bonito",1,5,14,884,449,435,50.79,49.21
"PE","Caruaru",3,63,364,8277,4456,3821,53.84,46.16
"MA","Carutapera",1,27,75,1187,621,566,52.32,47.68
"MG","Carvalhos",1,6,22,858,450,408,52.45,47.55
"MG","Carvalhópolis",1,2,12,815,419,396,51.41,48.59
"SP","Casa Branca",1,8,66,1487,804,680,54.07,45.73
"MG","Casa Grande",1,4,10,860,434,426,50.47,49.53
"BA","Casa Nova",1,80,201,2617,1406,1211,53.73,46.27
"RS","Casca",1,8,22,845,457,388,54.08,45.92
"MG","Cascalho Rico",1,2,12,892,456,436,51.12,48.88
"CE","Cascavel",1,77,219,2099,1091,1008,51.98,48.02
"PR","Cascavel",2,64,516,6037,3257,2780,53.95,46.05
"TO","Caseara",1,2,13,819,415,404,50.67,49.33
"RS","Caseiros",1,3,10,753,401,352,53.25,46.75
"RJ","Casimiro De Abreu",1,19,114,2847,1569,1262,55.11,44.33
"PE","Casinhas",1,11,41,1174,658,516,56.05,43.95
"PB","Casserengue",1,3,21,872,465,407,53.33,46.67
"MS","Cassilândia",1,4,55,1520,798,722,52.5,47.5
"PA","Castanhal",2,67,363,5835,3133,2702,53.69,46.31
"MT","Castanheira",1,6,28,1246,658,587,52.81,47.11
"RO","Castanheiras",1,2,12,1011,532,479,52.62,47.38
"ES","Castelo",1,28,140,2104,1132,972,53.8,46.2
"PI","Castelo Do Piauí",1,41,91,1379,730,649,52.94,47.06
"GO","Castelândia",1,3,17,1167,590,577,50.56,49.44
"SP","Castilho",1,7,48,1554,811,743,52.19,47.81
"PR","Castro",1,57,190,1998,1041,957,52.1,47.9
"BA","Castro Alves",1,32,88,1540,819,721,53.18,46.82
"MG","Cataguases",1,33,176,2263,1212,1015,53.56,44.85
"GO","Catalão",1,29,234,2619,1414,1205,53.99,46.01
"SP","Catanduva",1,33,266,2393,1287,1106,53.78,46.22
"PR","Catanduvas",1,5,28,994,524,470,52.72,47.28
"SC","Catanduvas",1,7,25,1140,614,526,53.86,46.14
"CE","Catarina",1,18,41,1635,837,798,51.19,48.81
"MG","Catas Altas",1,4,15,964,521,438,54.05,45.44
"MG","Catas Altas Da Noruega",1,5,14,846,427,419,50.47,49.53
"PE","Catende",1,13,86,1772,935,837,52.77,47.23
"SP","Catiguá",1,2,18,872,454,418,52.06,47.94
"PB","Catingueira",1,3,17,1035,545,490,52.66,47.34
"BA","Catolândia",1,9,17,951,498,453,52.37,47.63
"PB","Catolé Do Rocha",1,7,70,1690,906,784,53.61,46.39
"BA","Catu",1,24,126,1931,1052,878,54.48,45.47
"MG","Catuji",1,8,27,1155,606,544,52.47,47.1
"CE","Catunda",1,10,33,1155,614,541,53.16,46.84
"BA","Caturama",1,13,31,813,421,392,51.78,48.22
"GO","Caturaí",1,3,17,1323,655,668,49.51,50.49
"PB","Caturité",1,3,19,949,495,454,52.16,47.84
"MG","Catuti",1,6,18,786,392,389,49.87,49.49
"RS","Catuípe",1,20,34,1027,549,478,53.46,46.54
"CE","Caucaia",3,104,478,8225,4468,3756,54.32,45.67
"GO","Cavalcante",1,14,30,1185,614,571,51.81,48.19
"MG","Caxambu",1,10,53,1724,944,770,54.76,44.66
"SC","Caxambu Do Sul",1,4,18,918,473,445,51.53,48.47
"MA","Caxias",1,119,504,3643,1987,1656,54.54,45.46
"RS","Caxias Do Sul",3,107,580,8387,4543,3844,54.17,45.83
"PI","Caxingó",1,10,24,789,415,374,52.6,47.4
"SC","Caçador",1,27,174,2171,1162,1009,53.52,46.48
"SP","Caçapava",1,29,240,2667,1419,1246,53.21,46.72
"RS","Caçapava Do Sul",1,43,100,1474,787,687,53.39,46.61
"GO","Caçu",1,7,37,1445,763,682,52.8,47.2
"RN","Ceará-Mirim",1,55,195,3066,1656,1410,54.01,45.99
"MA","Cedral",1,13,37,1206,633,573,52.49,47.51
"SP","Cedral",1,3,23,1318,699,615,53.03,46.66
"CE","Cedro",1,37,124,1660,877,783,52.83,47.17
"PE","Cedro",1,4,29,969,510,452,52.63,46.65
"SE","Cedro De São João",1,5,17,966,514,452,53.21,46.79
"MG","Cedro Do Abaeté",1,2,5,612,299,313,48.86,51.14
"SC","Celso Ramos",1,4,9,660,362,298,54.85,45.15
"RS","Centenário",1,2,9,494,255,239,51.62,48.38
"TO","Centenário",1,2,8,587,306,281,52.13,47.87
"PR","Centenário Do Sul",1,5,32,1079,588,491,54.49,45.51
"BA","Central",1,34,55,1280,650,630,50.78,49.22
"MG","Central De Minas",1,3,21,1041,571,470,54.85,45.15
"MA","Central Do Maranhão",1,9,31,1032,543,489,52.62,47.38
"MG","Centralina",1,4,26,1241,650,591,52.38,47.62
"MA","Centro Do Guilherme",1,11,36,948,483,465,50.95,49.05
"MA","Centro Novo Do Maranhão",1,23,49,1093,558,535,51.05,48.95
"RO","Cerejeiras",1,5,61,1355,705,650,52.03,47.97
"GO","Ceres",1,12,63,1435,772,663,53.8,46.2
"SP","Cerqueira César",1,5,44,1306,696,610,53.29,46.71
"SP","Cerquilho",1,19,123,1763,933,830,52.92,47.08
"RS","Cerrito",1,12,23,859,465,394,54.13,45.87
"PR","Cerro Azul",1,22,48,1209,651,558,53.85,46.15
"RS","Cerro Branco",1,15,19,647,349,298,53.94,46.06
"RN","Cerro Corá",1,3,29,1199,613,586,51.13,48.87
"RS","Cerro Grande",1,3,8,612,322,290,52.61,47.39
"RS","Cerro Grande Do Sul",1,11,24,995,512,483,51.46,48.54
"RS","Cerro Largo",1,20,39,1025,541,484,52.78,47.22
"SC","Cerro Negro",1,10,13,683,357,326,52.27,47.73
"SP","Cesário Lange",1,8,49,1443,739,704,51.21,48.79
"GO","Cezarina",1,4,26,1196,636,560,53.18,46.82
"MG","Chalé",1,4,17,985,541,444,54.92,45.08
"RS","Chapada",1,19,29,940,521,419,55.43,44.57
"TO","Chapada Da Natividade",1,2,12,858,422,436,49.18,50.82
"TO","Chapada De Areia",1,2,8,755,360,395,47.68,52.32
"MG","Chapada Do Norte",1,15,43,1253,660,585,52.67,46.69
"MT","Chapada Dos Guimarães",1,19,67,1956,1025,931,52.4,47.6
"MG","Chapada Gaúcha",1,13,34,1066,552,513,51.78,48.12
"MA","Chapadinha",1,73,196,2240,1190,1050,53.12,46.88
"GO","Chapadão Do Céu",1,2,26,1368,712,656,52.05,47.95
"SC","Chapadão Do Lageado",1,3,9,570,299,271,52.46,47.54
"MS","Chapadão Do Sul",1,6,75,2042,1079,963,52.84,47.16
"SC","Chapecó",2,43,392,4746,2502,2244,52.72,47.28
"SP","Charqueada",1,9,47,1279,656,623,51.29,48.71
"RS","Charqueadas",1,11,81,1567,846,721,53.99,46.01
"RS","Charrua",1,14,16,589,305,284,51.78,48.22
"CE","Chaval",1,17,50,1148,589,559,51.31,48.69
"SP","Chavantes",1,5,31,987,532,455,53.9,46.1
"PA","Chaves",1,32,67,1884,986,898,52.34,47.66
"MG","Chiador",1,6,14,924,489,435,52.92,47.08
"RS","Chiapetta",1,9,13,888,447,441,50.34,49.66
"PR","Chopinzinho",1,13,55,1411,765,646,54.22,45.78
"CE","Chorozinho",1,25,72,1596,845,751,52.94,47.06
"BA","Chorrochó",1,10,42,1051,567,484,53.95,46.05
"CE","Choró",1,25,46,1257,652,605,51.87,48.13
"RO","Chupinguaia",1,7,32,1174,621,553,52.9,47.1
"RS","Chuvisca",1,4,14,707,358,349,50.64,49.36
"RS","Chuí",1,2,14,911,467,444,51.26,48.74
"MG","Chácara",1,3,17,1267,643,624,50.75,49.25
"PE","Chã De Alegria",1,3,36,1139,601,538,52.77,47.23
"PE","Chã Grande",1,9,54,1431,757,674,52.9,47.1
"AL","Chã Preta",1,4,22,1094,593,501,54.2,45.8
"PR","Cianorte",1,19,188,2184,1166,1018,53.39,46.61
"PR","Cidade Gaúcha",1,7,32,1156,624,531,53.98,45.93
"GO","Cidade Ocidental",1,16,143,2983,1583,1400,53.07,46.93
"MA","Cidelândia",1,15,47,1100,587,513,53.36,46.64
"RS","Cidreira",1,8,40,2081,1117,964,53.68,46.32
"MG","Cipotânea",1,2,18,925,483,433,52.22,46.81
"BA","Cipó",1,11,46,1682,854,828,50.77,49.23
"RS","Ciríaco",1,7,14,704,387,317,54.97,45.03
"MG","Claraval",1,3,14,1062,539,520,50.75,48.96
"MG","Claro Dos Poções",1,7,32,1018,522,496,51.28,48.72
"SP","Clementina",1,2,17,842,433,409,51.43,48.57
"PR","Clevelândia",1,12,50,1307,711,596,54.4,45.6
"MT","Cláudia",1,6,29,1099,579,520,52.68,47.32
"MG","Cláudio",1,22,71,1453,799,651,54.99,44.8
"BA","Coaraci",1,27,81,1387,728,658,52.49,47.44
"AM","Coari",1,44,186,2223,1169,1054,52.59,47.41
"PI","Cocal",1,36,100,1505,785,720,52.16,47.84
"PI","Cocal De Telha",1,7,23,765,411,354,53.73,46.27
"SC","Cocal Do Sul",1,7,48,1272,660,612,51.89,48.11
"PI","Cocal Dos Alves",1,13,27,736,371,365,50.41,49.59
"MT","Cocalinho",1,4,21,1460,705,755,48.29,51.71
"GO","Cocalzinho De Goiás",1,9,52,1907,978,929,51.28,48.72
"BA","Cocos",1,17,56,1240,651,589,52.5,47.5
"AM","Codajás",1,17,53,1177,611,566,51.91,48.09
"MA","Codó",1,59,282,2594,1380,1214,53.2,46.8
"MA","Coelho Neto",1,29,138,1748,928,820,53.09,46.91
"MG","Coimbra",1,6,22,1037,545,492,52.56,47.44
"AL","Coité Do Nóia",1,4,29,1097,579,518,52.78,47.22
"PI","Coivaras",1,8,23,1047,555,492,53.01,46.99
"PA","Colares",1,25,49,1578,818,760,51.84,48.16
"ES","Colatina",1,56,323,2521,1333,1182,52.88,46.89
"SP","Colina",1,5,39,1150,611,539,53.13,46.87
"MA","Colinas",1,20,88,1448,783,665,54.07,45.93
"RS","Colinas",1,4,8,582,315,267,54.12,45.88
"GO","Colinas Do Sul",1,2,13,997,501,496,50.25,49.75
"TO","Colinas Do Tocantins",1,17,88,2026,1081,945,53.36,46.64
"TO","Colméia",1,10,29,1009,509,500,50.45,49.55
"MT","Colniza",1,24,68,1966,1027,939,52.24,47.76
"PR","Colombo",2,41,317,5309,2876,2433,54.17,45.83
"PR","Colorado",1,7,59,1244,662,581,53.22,46.7
"RS","Colorado",1,3,11,654,346,308,52.91,47.09
"RO","Colorado Do Oeste",1,10,99,1440,749,691,52.01,47.99
"MG","Coluna",1,10,27,1077,567,509,52.65,47.26
"MT","Colíder",1,15,91,1661,881,780,53.04,46.96
"SP","Colômbia",1,3,17,1063,537,526,50.52,49.48
"PI","Colônia Do Gurguéia",1,5,21,1030,528,502,51.26,48.74
"PI","Colônia Do Piauí",1,18,32,1025,537,488,52.39,47.61
"AL","Colônia Leopoldina",1,10,55,1302,695,607,53.38,46.62
"TO","Combinado",1,2,13,843,437,406,51.84,48.16
"MG","Comendador Gomes",1,1,9,743,365,377,49.13,50.74
"RJ","Comendador Levy Gasparian",1,10,31,1125,593,531,52.71,47.2
"MG","Comercinho",1,6,27,845,444,399,52.54,47.22
"MT","Comodoro",1,15,50,1498,799,698,53.34,46.6
"PB","Conceição",1,8,57,1434,768,666,53.56,46.44
"MG","Conceição Da Aparecida",1,4,25,965,514,447,53.26,46.32
"ES","Conceição Da Barra",1,18,76,2279,1187,1089,52.08,47.78
"MG","Conceição Da Barra De Minas",1,5,13,663,351,312,52.94,47.06
"BA","Conceição Da Feira",1,18,58,1270,692,577,54.49,45.43
"MG","Conceição Das Alagoas",1,8,62,1496,810,680,54.14,45.45
"MG","Conceição Das Pedras",1,5,11,646,333,313,51.55,48.45
"MG","Conceição De Ipanema",1,5,17,1023,536,487,52.39,47.61
"RJ","Conceição De Macabu",1,22,79,1630,850,776,52.15,47.61
"BA","Conceição Do Almeida",1,19,54,1211,632,579,52.19,47.81
"PA","Conceição Do Araguaia",1,25,133,2350,1242,1108,52.85,47.15
"PI","Conceição Do Canindé",1,7,23,939,482,457,51.33,48.67
"ES","Conceição Do Castelo",1,10,38,1535,867,666,56.48,43.39
"BA","Conceição Do Coité",1,86,197,2205,1169,1036,53.02,46.98
"BA","Conceição Do Jacuípe",1,14,78,1863,1006,857,54,46
"MA","Conceição Do Lago-Açu",1,16,49,1124,600,524,53.38,46.62
"MG","Conceição Do Mato Dentro",1,28,80,2079,1070,1004,51.47,48.29
"MG","Conceição Do Pará",1,6,17,1034,522,509,50.48,49.23
"MG","Conceição Do Rio Verde",1,12,36,1203,643,559,53.45,46.47
"TO","Conceição Do Tocantins",1,2,16,875,425,450,48.57,51.43
"MG","Conceição Dos Ouros",1,7,37,1087,572,515,52.62,47.38
"SP","Conchal",1,9,71,1394,725,668,52.01,47.92
"SP","Conchas",1,4,38,1207,632,574,52.36,47.56
"SC","Concórdia",2,53,171,3389,1791,1598,52.85,47.15
"PA","Concórdia Do Pará",1,34,95,1612,852,759,52.85,47.08
"PB","Condado",1,1,21,964,517,447,53.63,46.37
"PE","Condado",1,6,56,1555,820,735,52.73,47.27
"BA","Conde",1,14,59,1436,744,692,51.81,48.19
"PB","Conde",1,13,75,3194,1705,1489,53.38,46.62
"BA","Condeúba",1,23,67,1228,629,599,51.22,48.78
"RS","Condor",1,10,20,861,461,400,53.54,46.46
"MG","Confins",1,3,23,1179,630,545,53.44,46.23
"MT","Confresa",1,16,76,2065,1060,1005,51.33,48.67
"PB","Congo",1,2,16,1009,542,467,53.72,46.28
"MG","Congonhal",1,3,30,1222,622,600,50.9,49.1
"MG","Congonhas",1,24,123,2066,1105,953,53.48,46.13
"MG","Congonhas Do Norte",1,4,18,848,442,404,52.12,47.64
"PR","Congonhinhas",1,5,21,1042,543,499,52.11,47.89
"MG","Conquista",1,4,20,1014,532,482,52.47,47.53
"MT","Conquista D'oeste",1,2,10,1089,593,496,54.45,45.55
"MG","Conselheiro Lafaiete",1,56,322,2237,1243,993,55.57,44.39
"PR","Conselheiro Mairinck",1,2,10,885,462,423,52.2,47.8
"MG","Conselheiro Pena",1,19,70,1605,848,757,52.83,47.17
"MG","Consolação",1,2,7,617,312,305,50.57,49.43
"RS","Constantina",1,9,26,916,497,419,54.26,45.74
"MG","Contagem",4,57,579,12229,6556,5673,53.61,46.39
"PR","Contenda",1,10,41,1306,702,604,53.75,46.25
"BA","Contendas Do Sincorá",1,8,15,955,465,490,48.69,51.31
"MG","Coqueiral",1,5,25,1040,567,471,54.52,45.29
"RS","Coqueiro Baixo",1,7,8,332,184,148,55.42,44.58
"AL","Coqueiro Seco",1,4,16,937,501,436,53.47,46.53
"RS","Coqueiros Do Sul",1,8,10,626,329,297,52.56,47.44
"MG","Coração De Jesus",1,33,86,1799,959,832,53.31,46.25
"BA","Coração De Maria",1,12,67,1394,740,654,53.08,46.92
"PR","Corbélia",1,9,46,1205,650,555,53.94,46.06
"RJ","Cordeiro",1,14,61,1589,838,745,52.74,46.88
"BA","Cordeiros",1,5,25,935,500,435,53.48,46.52
"SP","Cordeirópolis",1,9,67,1454,781,673,53.71,46.29
"SC","Cordilheira Alta",1,3,12,771,398,373,51.62,48.38
"MG","Cordisburgo",1,7,24,1043,547,496,52.44,47.56
"MG","Cordislândia",1,2,12,851,432,419,50.76,49.24
"CE","Coreaú",1,29,98,1250,654,596,52.32,47.68
"PB","Coremas",1,9,49,1580,855,725,54.11,45.89
"MS","Corguinho",1,3,17,1378,703,675,51.02,48.98
"BA","Coribe",1,14,48,1346,695,651,51.63,48.37
"MG","Corinto",1,28,78,1513,817,690,54,45.6
"PR","Cornélio Procópio",1,22,120,1776,966,810,54.39,45.61
"MG","Coroaci",1,10,31,1339,684,655,51.08,48.92
"SP","Coroados",1,2,13,744,391,353,52.55,47.45
"MA","Coroatá",1,38,180,1826,975,851,53.4,46.6
"MG","Coromandel",1,19,78,1655,866,780,52.33,47.13
"RS","Coronel Barros",1,5,10,651,355,296,54.53,45.47
"RS","Coronel Bicaco",1,12,24,944,508,436,53.81,46.19
"PR","Coronel Domingos Soares",1,9,18,987,497,490,50.35,49.65
"RN","Coronel Ezequiel",1,4,15,804,420,384,52.24,47.76
"MG","Coronel Fabriciano",1,40,262,2546,1346,1172,52.87,46.03
"SC","Coronel Freitas",1,9,29,861,468,393,54.36,45.64
"PI","Coronel José Dias",1,15,29,922,489,433,53.04,46.96
"RN","Coronel João Pessoa",1,5,15,1035,564,471,54.49,45.51
"BA","Coronel João Sá",1,21,49,1275,651,624,51.06,48.94
"SP","Coronel Macedo",1,3,14,748,388,360,51.87,48.13
"SC","Coronel Martins",1,1,7,568,303,265,53.35,46.65
"MG","Coronel Murta",1,7,26,1110,570,539,51.35,48.56
"MG","Coronel Pacheco",1,5,17,798,398,399,49.87,50
"RS","Coronel Pilar",1,4,6,414,214,200,51.69,48.31
"MS","Coronel Sapucaia",1,7,48,1318,694,624,52.66,47.34
"PR","Coronel Vivida",1,13,62,1356,732,623,53.98,45.94
"MG","Coronel Xavier Chaves",1,7,14,643,348,295,54.12,45.88
"SC","Correia Pinto",1,12,44,1304,706,598,54.14,45.86
"PI","Corrente",1,23,102,1692,925,767,54.67,45.33
"PE","Correntes",1,8,42,1628,849,772,52.15,47.42
"BA","Correntina",1,27,112,1922,1006,916,52.34,47.66
"PE","Cortês",1,8,48,1228,659,569,53.66,46.34
"SP","Corumbataí",1,3,15,738,373,365,50.54,49.46
"PR","Corumbataí Do Sul",1,2,12,860,437,423,50.81,49.19
"GO","Corumbaíba",1,7,24,1256,645,611,51.35,48.65
"RO","Corumbiara",1,6,29,938,477,461,50.85,49.15
"MS","Corumbá",2,45,240,3791,2021,1770,53.31,46.69
"GO","Corumbá De Goiás",1,6,32,1470,755,715,51.36,48.64
"SC","Corupá",1,6,39,1064,557,507,52.35,47.65
"AL","Coruripe",1,14,120,2020,1088,932,53.86,46.14
"SP","Cosmorama",1,3,20,1095,585,510,53.42,46.58
"SP","Cosmópolis",1,15,137,2075,1094,978,52.72,47.13
"RO","Costa Marques",1,7,37,1552,826,726,53.22,46.78
"MS","Costa Rica",1,10,77,1751,919,832,52.48,47.52
"BA","Cotegipe",1,19,44,1493,780,713,52.24,47.76
"SP","Cotia",2,62,449,6805,3558,3219,52.29,47.3
"RS","Cotiporã",1,6,13,601,318,283,52.91,47.09
"MT","Cotriguaçu",1,10,41,1119,602,517,53.8,46.2
"MG","Couto De Magalhães De Minas",1,2,14,816,453,361,55.51,44.24
"TO","Couto Magalhães",1,6,18,1004,517,487,51.49,48.51
"RS","Coxilha",1,5,10,681,349,332,51.25,48.75
"MS","Coxim",1,21,103,1906,1019,887,53.46,46.54
"PB","Coxixola",1,2,8,601,307,294,51.08,48.92
"CE","Crateús",1,81,267,2666,1392,1274,52.21,47.79
"CE","Crato",1,91,377,2993,1615,1378,53.96,46.04
"SP","Cravinhos",1,9,83,1657,877,780,52.93,47.07
"BA","Cravolândia",1,4,18,805,418,387,51.93,48.07
"AL","Craíbas",1,7,59,1696,911,785,53.71,46.29
"SC","Criciúma",3,43,371,6300,3402,2898,54,46
"RS","Crissiumal",1,34,50,1070,569,501,53.18,46.82
"MG","Cristais",1,5,28,1000,553,444,55.3,44.4
